Usuario,Quantidade_Retweets,Quantidade_Likes,Quantidade_Publicacoes,Maior_N_Retweets,Maior_N_Likes,Seguidores,Amigos,Verificado,RN,LN,MACRO,Personalidade
BeffernieBlack,219,619,1,219,619,21472,3005,True,219.0,619.0,,
HederaCashgraph,523,2877,1,523,2877,604,301,False,523.0,2877.0,,
godeLives,547,2646,1,547,2646,22637,285,False,547.0,2646.0,,
Sara_AyalaSv,205,508,1,205,508,4741,1347,False,205.0,508.0,,
BitcoinKeith,3412,2855,1,3412,2855,36312,880,False,3412.0,2855.0,,
Isomibala,55,63,1,55,63,7643,4257,False,55.0,63.0,,
DiarioCoLatino,208,244,1,208,244,123418,950,False,208.0,244.0,,
Avalorama,293,626,1,293,626,2650,1790,False,293.0,626.0,,
venturefounder,443,2063,1,443,2063,15146,142,False,443.0,2063.0,,
DavidZell_,229,1555,1,229,1555,7196,2394,False,229.0,1555.0,,
AfricaStoryLive,666,1092,1,666,1092,124278,21831,False,666.0,1092.0,,
Forza_Crypto,617,3132,1,617,3132,4611,602,False,617.0,3132.0,,
GabrielCuellar,569,1636,2,375,1304,4900,1028,False,284.5,818.0,,
Dooowta,186,1123,1,186,1123,2509,1473,False,186.0,1123.0,,
mybroadband,220,254,1,220,254,110510,67,True,220.0,254.0,,
Stalingrad_Poor,201,1444,1,201,1444,72039,1649,False,201.0,1444.0,,
SinoCrypto,1111,6568,2,879,3443,19686,1221,False,555.5,3284.0,,
MoonBootsCap,3821,2609,1,3821,2609,47022,1734,False,3821.0,2609.0,,
ObsoleteDogma,163,1403,1,163,1403,98682,1663,True,163.0,1403.0,,
MikeVechain,357,1835,1,357,1835,566,252,False,357.0,1835.0,,
BankOfIndra,756,4035,1,756,4035,152,121,False,756.0,4035.0,,
Wayne521G,472,2020,1,472,2020,102,218,False,472.0,2020.0,,
nahilshayk,856,6233,1,856,6233,39,120,False,856.0,6233.0,,
moonbtcb,1424,777,1,1424,777,3143,59,False,1424.0,777.0,,
Shivansh_io,767,361,1,767,361,4456,3,False,767.0,361.0,,
AltcoinPsycho,776,6437,2,382,2782,430685,546,True,388.0,3218.5,,
GabrielShipton,155,351,1,155,351,5104,2085,False,155.0,351.0,,
d_adewumi,341,788,1,341,788,3268,4726,False,341.0,788.0,,
EulerRodriguez7,295,2009,1,295,2009,38,154,False,295.0,2009.0,,
phuckcoin,798,724,1,798,724,2625,37,False,798.0,724.0,,
onlyyoontv,1135,3762,1,1135,3762,67789,4911,True,1135.0,3762.0,,
billywhizz1970,162,401,1,162,401,275,1999,False,162.0,401.0,,
EAGPsting,478,2697,1,478,2697,123,778,False,478.0,2697.0,,
itskim_D,319,1590,1,319,1590,4491,2548,False,319.0,1590.0,,
koidoodles,4193,20588,1,4193,20588,35719,1558,False,4193.0,20588.0,,
SuperDexFinance,857,467,1,857,467,5178,53,False,857.0,467.0,,
dwallacewells,876,1274,1,876,1274,84302,2614,False,876.0,1274.0,,
febridiansyah,449,1476,1,449,1476,141250,1219,True,449.0,1476.0,,
jimetsu_yaiba,545,330,1,545,330,1757,340,False,545.0,330.0,,
Leorzhang,273,2690,1,273,2690,8203,919,False,273.0,2690.0,,
shakespeareprof,121,412,1,121,412,1417,287,False,121.0,412.0,,
CryptoNewton,503,3481,1,503,3481,242243,1185,False,503.0,3481.0,,
CNET,282,472,1,282,472,1751010,443,True,282.0,472.0,,
ghcryptoguy,1204,731,1,1204,731,11208,998,False,1204.0,731.0,,
ZaFaDo72,246,609,1,246,609,1213,2804,False,246.0,609.0,,
You_Zan_,1009,729,2,509,351,2693,57,False,504.5,364.5,,
Avik,321,1059,1,321,1059,49884,6676,True,321.0,1059.0,,
SafeDoge,1041,1123,1,1041,1123,12240,20,False,1041.0,1123.0,,
pitdesi,216,1835,1,216,1835,50443,2814,False,216.0,1835.0,,
darrenrovell,517,3440,3,172,1270,2000543,3456,True,172.33333333333334,1146.6666666666667,,
chrambrosio,373,938,1,373,938,1228,943,False,373.0,938.0,,
DiarioBitcoin,277,1214,1,277,1214,185669,432,False,277.0,1214.0,,
HerbertEsmahan,404,4112,1,404,4112,7993,431,False,404.0,4112.0,,
MailOnline,678,3062,1,678,3062,2716782,2226,True,678.0,3062.0,,
Newsweek,201,1010,1,201,1010,3526473,567,True,201.0,1010.0,,
Teaching_Crypto,284,1765,1,284,1765,52977,829,False,284.0,1765.0,,
ChrisGuevaraG,811,6566,3,274,1864,89540,2069,True,270.3333333333333,2188.6666666666665,,
bbcmundo,775,3231,1,775,3231,4811632,428,True,775.0,3231.0,,
FranNicolas_G,369,2774,1,369,2774,96191,5381,True,369.0,2774.0,,
DogeAmillion,258,1666,1,258,1666,10041,157,False,258.0,1666.0,,
carlhancock,183,592,1,183,592,9983,560,False,183.0,592.0,,
SimonLevyMx,728,4192,2,494,3055,200977,231,True,364.0,2096.0,,
YuzoKano,230,515,1,230,515,95695,939,True,230.0,515.0,,
ReutersLatam,361,1377,1,361,1377,511509,640,True,361.0,1377.0,,
Beautyon_,1676,14389,2,1451,12393,20079,351,False,838.0,7194.5,,
TerukoNeriki,233,603,1,233,603,5230,276,False,233.0,603.0,,
castesalva,294,1690,1,294,1690,52545,766,False,294.0,1690.0,,
edcarpenter20,171,1696,1,171,1696,55365,505,True,171.0,1696.0,,
TeslaTruckClub,247,1428,1,247,1428,7127,704,False,247.0,1428.0,,
Jason,2409,12022,1,2409,12022,504309,19287,True,2409.0,12022.0,,
PabloSpyer,250,1985,1,250,1985,204497,407,False,250.0,1985.0,,
francispouliot_,177,1167,1,177,1167,73420,4381,False,177.0,1167.0,,
santhoshmenam,637,3331,1,637,3331,91,270,False,637.0,3331.0,,
Stillm4n,195,1164,1,195,1164,25613,483,False,195.0,1164.0,,
CryptoGucci,503,4401,1,503,4401,34288,2603,False,503.0,4401.0,,
Danology10,166,636,1,166,636,13904,11683,False,166.0,636.0,,
MrJurose,1946,1836,1,1946,1836,13979,3598,False,1946.0,1836.0,,
MasonRothschld,434,1572,1,434,1572,5063,658,False,434.0,1572.0,,
BitDogetoken,2554,1304,1,2554,1304,3329,596,False,2554.0,1304.0,,
CryptoGraphBSC,591,589,1,591,589,49664,3721,False,591.0,589.0,,
BollingerBeans,255,3028,1,255,3028,5375,3339,False,255.0,3028.0,,
ethereum_max,378,925,1,378,925,28393,296,False,378.0,925.0,,
KingDoggoXRP,298,1509,1,298,1509,22414,689,False,298.0,1509.0,,
Ant52529536Jose,218,362,1,218,362,17510,14855,False,218.0,362.0,,
JustinScerini,350,1256,1,350,1256,32288,1583,False,350.0,1256.0,,
stonecoldpat0,186,1219,1,186,1219,16602,346,False,186.0,1219.0,,
CNBCi,249,1264,1,249,1264,143208,842,True,249.0,1264.0,,
TYonClubhouse,197,1360,1,197,1360,6372,1238,False,197.0,1360.0,,
sircryptotips,277,2636,1,277,2636,10823,169,False,277.0,2636.0,,
Zayfus,726,7436,1,726,7436,110956,800,False,726.0,7436.0,,
Amir44328713,341,312,1,341,312,1637,658,False,341.0,312.0,,
thefatbitcoin2,148,1050,1,148,1050,2476,724,False,148.0,1050.0,,
GLITCHYBSC,884,685,2,400,221,3175,18,False,442.0,342.5,,
Dogecoin_Aus,360,777,1,360,777,2614,4056,False,360.0,777.0,,
MyCryptoAzure,245,773,1,245,773,83,441,False,245.0,773.0,,
yourcompanionAI,248,700,1,248,700,4626,1299,False,248.0,700.0,,
JamesClear,449,3044,1,449,3044,681196,532,True,449.0,3044.0,,
_amymadison,436,10890,1,436,10890,5568,1251,False,436.0,10890.0,,
a115wanderlust,407,103,1,407,103,3456,363,False,407.0,103.0,,
btc_hagitori,545,248,1,545,248,2160,334,False,545.0,248.0,,
CryptoBethany,70,74,1,70,74,111650,231,False,70.0,74.0,,
iLiquidatebots,248,1503,1,248,1503,23758,939,False,248.0,1503.0,,
fastbitcoins,186,317,1,186,317,2907,276,False,186.0,317.0,,
tokenterminal,389,1257,1,389,1257,41927,999,False,389.0,1257.0,,
diamondhandzz,459,354,1,459,354,19448,87,False,459.0,354.0,,
BithumbOfficial,249,1055,1,249,1055,262605,189,True,249.0,1055.0,,
MiAiimii,653,3804,1,653,3804,376,54,False,653.0,3804.0,,
CryptoElwis,1190,339,1,1190,339,185129,50,False,1190.0,339.0,,
CutieBabeGem15,3678,1426,2,468,256,167766,1996,False,1839.0,713.0,,
Shibelon_MOON,563,297,1,563,297,39691,179,False,563.0,297.0,,
DaboubJorge,192,526,1,192,526,35671,113,False,192.0,526.0,,
HernandezJC_81,473,1520,2,194,551,4911,2277,False,236.5,760.0,,
_sanricardo,505,1386,1,505,1386,363,99,False,505.0,1386.0,,
YadavPramod171,344,1623,1,344,1623,25871,2277,False,344.0,1623.0,,
PlugAstro,378,190,1,378,190,325655,336,False,378.0,190.0,,
renepickhardt,204,650,1,204,650,22025,282,False,204.0,650.0,,
WiseAnalyze,596,2460,1,596,2460,29179,634,False,596.0,2460.0,,
genXstacks,182,1438,1,182,1438,212,389,False,182.0,1438.0,,
RICHTVLIVE,592,331,1,592,331,2005,802,False,592.0,331.0,,
SpinelToken,866,450,1,866,450,3617,6,False,866.0,450.0,,
honey_xbt,219,3450,1,219,3450,30963,353,False,219.0,3450.0,,
gokhanozbek,225,3380,1,225,3380,307880,2072,True,225.0,3380.0,,
kuapefinance,16877,23424,1,16877,23424,47414,8,False,16877.0,23424.0,,
andezpextor,764,217,1,764,217,1503,792,False,764.0,217.0,,
arquiguru,267,419,1,267,419,1691,2205,False,267.0,419.0,,
ChaMali_Lychee,338,43,1,338,43,219,396,False,338.0,43.0,,
CryptoBaxteer,784,768,1,784,768,17256,42,False,784.0,768.0,,
W_1_275,565,444,1,565,444,17167,32,False,565.0,444.0,,
GoodValueCrypto,364,1580,1,364,1580,22997,255,False,364.0,1580.0,,
madorni,253,400,1,253,400,311478,332,True,253.0,400.0,,
BitcoinisUnity,239,1889,1,239,1889,1646,387,False,239.0,1889.0,,
littlefreak0923,223,527,1,223,527,7103,367,False,223.0,527.0,,
AltruToken,1114,500,1,1114,500,5499,22,False,1114.0,500.0,,
neoliberal_dad,305,3796,1,305,3796,28987,864,False,305.0,3796.0,,
siasatpk,239,932,1,239,932,1737902,2,True,239.0,932.0,,
MehmetHasanEken,273,1711,1,273,1711,11044,176,False,273.0,1711.0,,
BrendonShanil,701,1357,1,701,1357,16015,126,False,701.0,1357.0,,
Great_Tony1,72,96,1,72,96,15422,13464,False,72.0,96.0,,
Marketsbylili,227,947,1,227,947,19072,990,False,227.0,947.0,,
YorubaRepublic,797,721,1,797,721,1313,1135,False,797.0,721.0,,
Jnkfff,425,194,1,425,194,29335,994,False,425.0,194.0,,
textfiles,181,448,1,181,448,45936,744,False,181.0,448.0,,
BitcoinSampo,360,2481,1,360,2481,10569,10966,False,360.0,2481.0,,
Mattlucz,678,842,1,678,842,38076,654,False,678.0,842.0,,
adamconover,1016,2253,1,1016,2253,197638,1970,True,1016.0,2253.0,,
passytee,480,2025,1,480,2025,18094,319,False,480.0,2025.0,,
CryptoWillou,645,286,1,645,286,4221,690,False,645.0,286.0,,
crypto618,403,2202,1,403,2202,19568,906,False,403.0,2202.0,,
coinwind_com,1610,2109,1,1610,2109,99260,123,False,1610.0,2109.0,,
kimchan_btc,651,546,1,651,546,19567,624,False,651.0,546.0,,
rettlerb,232,780,1,232,780,4777,994,False,232.0,780.0,,
NBCNews,577,1000,2,431,756,9069107,1860,True,288.5,500.0,,
VextPro,1977,2987,1,1977,2987,37118,11,False,1977.0,2987.0,,
CBS_Herridge,208,297,1,208,297,419191,24,True,208.0,297.0,,
HaloCrypto,243,1589,1,243,1589,18488,577,False,243.0,1589.0,,
Safemoon8701,787,493,1,787,493,736,19,False,787.0,493.0,,
fmkhabib,631,134,1,631,134,2182,2121,False,631.0,134.0,,
vxunderground,201,514,1,201,514,106875,106,False,201.0,514.0,,
Next100XGEMS,1105,1158,1,1105,1158,245246,753,False,1105.0,1158.0,,
TheBlockTake,292,2970,1,292,2970,4566,1449,False,292.0,2970.0,,
YPekcaliskan,163,185,1,163,185,7240,7902,False,163.0,185.0,,
ColdBloodShill,673,3188,1,673,3188,143707,615,False,673.0,3188.0,,
cryptoneo17,6891,4430,2,6096,4118,206411,1097,False,3445.5,2215.0,,
jonchenot,145,1236,1,145,1236,2254,1089,False,145.0,1236.0,,
robustprotocol,1373,1331,1,1373,1331,10498,22,False,1373.0,1331.0,,
MirceaQuotes,194,1168,1,194,1168,1370,16,False,194.0,1168.0,,
Phase1Token,2432,2070,1,2432,2070,4587,204,False,2432.0,2070.0,,
sportemongo,1115,791,1,1115,791,38363,66,False,1115.0,791.0,,
dexkit,1788,3764,1,1788,3764,14978,193,False,1788.0,3764.0,,
TokenStudent,3373,1456,1,3373,1456,5867,9,False,3373.0,1456.0,,
coinpost_kagami,711,1916,1,711,1916,26673,584,False,711.0,1916.0,,
Cryptojaguars,679,258,1,679,258,2218,398,False,679.0,258.0,,
Promodio_Token,1765,1693,1,1765,1693,8008,67,False,1765.0,1693.0,,
louishliu,294,1636,1,294,1636,6248,503,False,294.0,1636.0,,
1OF1Token,990,941,1,990,941,1558,23,False,990.0,941.0,,
glitchytoken,1071,1084,1,1071,1084,465,16,False,1071.0,1084.0,,
flooz_inc,3229,2024,1,3229,2024,35709,45,False,3229.0,2024.0,,
HardDriveMag,781,6895,1,781,6895,225450,898,True,781.0,6895.0,,
cryptoQUEEN_Q,1001,945,1,1001,945,128176,2698,False,1001.0,945.0,,
promotionfairy,675,661,1,675,661,76906,1109,False,675.0,661.0,,
Saint_BTC,530,1691,1,530,1691,2600,1381,False,530.0,1691.0,,
CryptoLegacyEN,486,489,1,486,489,7418,94,False,486.0,489.0,,
btcbullanon,399,2136,1,399,2136,325,524,False,399.0,2136.0,,
hiiiiii3333,1548,763,1,1548,763,2967,18,False,1548.0,763.0,,
ActuallyNPH,208,494,1,208,494,25646915,165,True,208.0,494.0,,
ClimberBTC,2136,862,1,2136,862,1825,608,False,2136.0,862.0,,
LiTOfficiall,1313,630,2,417,166,202908,387,False,656.5,315.0,,
therealcsparrow,1018,385,1,1018,385,25096,1271,False,1018.0,385.0,,
ronaldnzimora,122,175,1,122,175,77451,576,False,122.0,175.0,,
JoeUnchained,164,335,1,164,335,11796,3832,False,164.0,335.0,,
BitcoinUndisc,1004,9372,4,240,1811,5806,717,False,251.0,2343.0,,
SniperNextgem,496,152,1,496,152,6245,1610,False,496.0,152.0,,
crypto_anan,217,1313,1,217,1313,12223,544,False,217.0,1313.0,,
NicolasFlamelX,929,2988,1,929,2988,60421,2865,False,929.0,2988.0,,
mindfulbtcboss,809,771,1,809,771,14927,163,False,809.0,771.0,,
musikeys1,509,876,2,252,357,4760,973,False,254.5,438.0,,
WolvesFinance,2973,1146,1,2973,1146,3176,3,False,2973.0,1146.0,,
stizzynakamoto,1420,699,1,1420,699,8221,1067,False,1420.0,699.0,,
TheDeadNFT,1030,992,1,1030,992,1940,19,False,1030.0,992.0,,
Saramonroesv,236,791,1,236,791,1774,924,False,236.0,791.0,,
st4rnold,245,1247,1,245,1247,1623,1169,False,245.0,1247.0,,
rrhdoteth,1521,547,1,1521,547,3063,417,False,1521.0,547.0,,
CoinhuntCC,708,590,1,708,590,29354,69,False,708.0,590.0,,
SequentialTrade,1900,917,1,1900,917,4619,205,False,1900.0,917.0,,
wongisrite,189,1191,1,189,1191,7171,2089,False,189.0,1191.0,,
IMFNews,336,881,1,336,881,1986913,357,True,336.0,881.0,,
FCDenni,596,1697,2,282,672,2705,773,False,298.0,848.5,,
OpenNode,526,3017,2,376,2334,17861,480,True,263.0,1508.5,,
preston_hodl,201,1664,1,201,1664,1096,1390,False,201.0,1664.0,,
DizzleCrypto,885,360,1,885,360,5480,136,False,885.0,360.0,,
nelsonpaffi,697,1811,1,697,1811,65566,55307,False,697.0,1811.0,,
LucasOutumuro,164,558,1,164,558,2233,971,False,164.0,558.0,,
BigSky_HODL,199,3315,1,199,3315,2508,3117,False,199.0,3315.0,,
xcryptomaniacx,406,518,1,406,518,912,158,False,406.0,518.0,,
Boniface1905,1109,755,1,1109,755,6490,68,False,1109.0,755.0,,
CRAMSV,294,785,1,294,785,29504,1050,False,294.0,785.0,,
TboneHODL,311,816,1,311,816,3078,1419,False,311.0,816.0,,
Finsightnews,1434,606,1,1434,606,612,216,False,1434.0,606.0,,
alxberman,394,3356,1,394,3356,40973,396,False,394.0,3356.0,,
SecPrensaSV,284,863,1,284,863,351304,414,True,284.0,863.0,,
Valebluem,198,500,1,198,500,9149,831,False,198.0,500.0,,
cponlife,151,145,1,151,145,6895,363,False,151.0,145.0,,
LonerTeejah,91,96,1,91,96,14733,6214,False,91.0,96.0,,
BitcoinIsaiah,256,1056,1,256,1056,1492,383,False,256.0,1056.0,,
RuleXRP,245,697,1,245,697,126106,8453,False,245.0,697.0,,
TheStreet,312,1452,1,312,1452,829096,1318,True,312.0,1452.0,,
gersonmartinez,645,2477,1,645,2477,1940,1147,False,645.0,2477.0,,
_k3tan,190,2361,1,190,2361,8538,918,False,190.0,2361.0,,
AmandaCerny,414,7119,1,414,7119,1151116,9797,True,414.0,7119.0,,
FenixUlloaVP,311,1011,1,311,1011,20759,423,False,311.0,1011.0,,
alexandre_lores,269,7012,1,269,7012,16958,3218,False,269.0,7012.0,,
Heng_Un8778,817,593,1,817,593,1938,647,False,817.0,593.0,,
Titans,159,830,1,159,830,964550,1824,True,159.0,830.0,,
BenTodar,4040,2462,2,663,486,104184,544,True,2020.0,1231.0,,
CryptoJax69,2692,1000,1,2692,1000,29460,270,False,2692.0,1000.0,,
2domeno_kami,1029,855,1,1029,855,10778,337,False,1029.0,855.0,,
OfficialBTCE,827,878,1,827,878,998,0,False,827.0,878.0,,
RiverPosner,898,579,1,898,579,4194,423,False,898.0,579.0,,
rosearmy1305,394,349,1,394,349,4186,479,False,394.0,349.0,,
seankelly25,469,545,1,469,545,105863,41104,True,469.0,545.0,,
CryptoManiaks,307,1384,1,307,1384,7017,570,False,307.0,1384.0,,
nywolforg,208,1198,1,208,1198,405033,1986,True,208.0,1198.0,,
JStein_WaPo,202,2501,1,202,2501,131768,1775,True,202.0,2501.0,,
oReXo3,314,286,1,314,286,1557,454,False,314.0,286.0,,
TrustWallet,459,2448,1,459,2448,1854384,468,True,459.0,2448.0,,
emilychangtv,195,1149,1,195,1149,167519,1973,True,195.0,1149.0,,
jessicasmw,212,2092,1,212,2092,61260,1082,False,212.0,2092.0,,
SuperPomer,1024,1493,1,1024,1493,2515,11,False,1024.0,1493.0,,
Wander_Token,737,726,1,737,726,7054,132,False,737.0,726.0,,
giovsr__,435,1855,1,435,1855,3546,2249,True,435.0,1855.0,,
MacroCRG,215,1980,1,215,1980,90862,892,False,215.0,1980.0,,
BigM33sh,237,267,1,237,267,13776,6435,False,237.0,267.0,,
crypto_pikachu1,650,611,1,650,611,173779,65917,False,650.0,611.0,,
fiallaJD,266,3136,1,266,3136,19812,1035,False,266.0,3136.0,,
michitubbie,196,100,1,196,100,268,754,False,196.0,100.0,,
CryptoBoomNews,302,795,1,302,795,414542,1137,False,302.0,795.0,,
EssyBezzy,1397,532,1,1397,532,50860,1721,False,1397.0,532.0,,
momentsmarket,1994,844,1,1994,844,5805,195,False,1994.0,844.0,,
AnnoraSteve,83,90,1,83,90,1549,387,False,83.0,90.0,,
ChristianDiffer,196,587,1,196,587,13000,1521,False,196.0,587.0,,
GiveawaysCindy,1008,428,1,1008,428,9196,32,False,1008.0,428.0,,
Mandrik,661,5795,2,265,1844,25883,989,False,330.5,2897.5,,
tethermoon,6134,2790,1,6134,2790,6757,41,False,6134.0,2790.0,,
keplerswap,9105,14135,1,9105,14135,150345,106,False,9105.0,14135.0,,
CocoCryptoApe,464,498,1,464,498,115469,526,False,464.0,498.0,,
proyectopoder,260,455,1,260,455,649,80,False,260.0,455.0,,
CAPTAINPLANETGH,253,2399,1,253,2399,53427,388,False,253.0,2399.0,,
CarlRoegind,566,5766,2,333,3457,21144,61,False,283.0,2883.0,,
teto_btc,413,3523,1,413,3523,15846,787,False,413.0,3523.0,,
deathtospinach,224,2742,1,224,2742,30705,1278,False,224.0,2742.0,,
carlo_armilo,1341,1305,2,690,653,203571,1905,False,670.5,652.5,,
fredericbeeg,1558,784,2,900,515,14816,433,False,779.0,392.0,,
nqobile_mahungu,405,422,2,234,243,21718,12943,False,202.5,211.0,,
BOOSIEOFFICIAL,1780,1879,1,1780,1879,1160010,2659,True,1780.0,1879.0,,
MiningProtocol,1044,1053,1,1044,1053,1947,15,False,1044.0,1053.0,,
realpartydoge,759,736,1,759,736,7079,12,False,759.0,736.0,,
kaekae_style,2188,2116,1,2188,2116,5744,38,False,2188.0,2116.0,,
DepartmentOfBTC,409,1843,1,409,1843,1620,734,False,409.0,1843.0,,
thugbirdz,162,657,1,162,657,44448,111,False,162.0,657.0,,
sawa46493,3223,1035,2,1598,493,200305,8780,False,1611.5,517.5,,
ibisofficial,152,141,1,152,141,834,785,False,152.0,141.0,,
RTVCes,920,1519,2,719,1103,110992,917,True,460.0,759.5,,
ApesofSpace_nft,547,605,1,547,605,29848,325,False,547.0,605.0,,
BinanceUS,1002,787,1,1002,787,288245,169,True,1002.0,787.0,,
devchart,1390,7529,2,840,4127,168675,354,False,695.0,3764.5,,
TheEconomist,777,3253,1,777,3253,26557990,143,True,777.0,3253.0,,
BorjasBojorquez,530,3333,1,530,3333,1363,1358,False,530.0,3333.0,,
NoCentralAuth,420,1804,1,420,1804,539,230,False,420.0,1804.0,,
j0hnnyw00,501,1714,1,501,1714,112700,612,False,501.0,1714.0,,
Boris_Gauty,463,1324,1,463,1324,3857,652,False,463.0,1324.0,,
QS_Holdings,186,195,2,92,102,228,231,False,93.0,97.5,,
JC1oAxgs4D6D3kc,331,1791,1,331,1791,53190,863,False,331.0,1791.0,,
MoonManT,292,1001,1,292,1001,1529,998,False,292.0,1001.0,,
FranciscoPoleoR,234,527,1,234,527,27878,5964,False,234.0,527.0,,
GreffMichael,284,1689,1,284,1689,1048,491,False,284.0,1689.0,,
WKahneman,289,811,1,289,811,33954,446,False,289.0,811.0,,
Raul_Marin_,313,1353,1,313,1353,2117,789,False,313.0,1353.0,,
azorcode,255,1037,1,255,1037,5317,1987,False,255.0,1037.0,,
AriZonanHODL,176,1613,1,176,1613,14917,2950,False,176.0,1613.0,,
geekboyireland,517,2394,1,517,2394,1131,904,False,517.0,2394.0,,
SHodyEsq,308,2143,1,308,2143,6696,964,False,308.0,2143.0,,
UberFacts,192,1337,1,192,1337,13676229,1,True,192.0,1337.0,,
UnityswapDEX,771,590,1,771,590,32602,11,False,771.0,590.0,,
PetizaGavarrete,148,219,1,148,219,6022,1544,False,148.0,219.0,,
BonusCakeBSC,6511,6154,1,6511,6154,39081,15,False,6511.0,6154.0,,
alt_9774,2061,393,1,2061,393,4605,283,False,2061.0,393.0,,
bixxxin,230,1369,1,230,1369,164,328,False,230.0,1369.0,,
DaikiPromotes,410,528,1,410,528,230425,6256,False,410.0,528.0,,
ElenaCryptoBaby,733,746,1,733,746,90103,80,False,733.0,746.0,,
Ste_Cha_FEG,963,2314,2,415,932,32815,1234,False,481.5,1157.0,,
thetrocro,271,1184,1,271,1184,9747,1805,False,271.0,1184.0,,
AxeCapYa,585,2611,1,585,2611,5453,2522,False,585.0,2611.0,,
eric_lombrozo,203,1137,1,203,1137,88654,1026,True,203.0,1137.0,,
ClementWardzala,353,1089,1,353,1089,3419,335,False,353.0,1089.0,,
LuquitaRodrigue,820,12524,1,820,12524,266604,1418,False,820.0,12524.0,,
Necko_sv,307,1044,1,307,1044,2246,662,False,307.0,1044.0,,
JohnNosta,239,1464,1,239,1464,69197,52264,True,239.0,1464.0,,
DSAccelMarket,1234,1682,1,1234,1682,12697,117,False,1234.0,1682.0,,
RonaCrypto,392,1116,1,392,1116,907,3122,False,392.0,1116.0,,
compass_mining,220,993,1,220,993,43584,106,True,220.0,993.0,,
deezy_BTC,2979,1838,1,2979,1838,30461,477,False,2979.0,1838.0,,
ShiborgToken,3823,1595,1,3823,1595,27512,46,False,3823.0,1595.0,,
JGraphics9,1624,3925,1,1624,3925,721,38,False,1624.0,3925.0,,
SafemoonSurgeon,212,790,1,212,790,9408,928,False,212.0,790.0,,
EleanorTerrett,231,742,1,231,742,32735,618,True,231.0,742.0,,
RealFlokiInu,878,3184,2,562,2216,335527,33,True,439.0,1592.0,,
dallasmavs,354,3112,1,354,3112,2027586,557,True,354.0,3112.0,,
tailopez,19095,17352,4,488,330,679462,590,True,4773.75,4338.0,,
CryptoAtlasYT,356,1161,1,356,1161,36289,543,False,356.0,1161.0,,
slpng_giants_pt,452,4069,1,452,4069,492009,290,False,452.0,4069.0,,
CptHunchies,229,1026,1,229,1026,39565,4873,False,229.0,1026.0,,
0xJim,659,3034,1,659,3034,21910,886,False,659.0,3034.0,,
TuViejaTurner,199,6324,1,199,6324,8394,405,False,199.0,6324.0,,
tommykripto,2887,3403,2,925,1117,36862,125,False,1443.5,1701.5,,
Max_Nimiq,1741,327,1,1741,327,4623,469,False,1741.0,327.0,,
JanWues,194,1158,1,194,1158,18001,1640,False,194.0,1158.0,,
mmmifla,1952,59233,1,1952,59233,38866,289,False,1952.0,59233.0,,
NFTBUZZNEWS,679,735,1,679,735,53729,1043,False,679.0,735.0,,
ChadReddings,473,1706,1,473,1706,17438,222,False,473.0,1706.0,,
1rtuMu61pJwZPmF,274,268,2,115,118,329,440,False,137.0,134.0,,
HEXkong,158,502,1,158,502,2672,971,False,158.0,502.0,,
ZinuToken,381,505,1,381,505,33242,793,True,381.0,505.0,,
thecryptoc0up1e,345,2722,1,345,2722,24351,1095,False,345.0,2722.0,,
Mason_Jappa,281,1490,1,281,1490,7977,3414,False,281.0,1490.0,,
dingertoken,404,583,1,404,583,8561,19,False,404.0,583.0,,
celestineia,1000,6337,1,1000,6337,8819,771,False,1000.0,6337.0,,
NFL,282,2467,1,282,2467,29766263,2751,True,282.0,2467.0,,
divineanarchy,987,1331,1,987,1331,58018,183,False,987.0,1331.0,,
Cafeine,885,3351,1,885,3351,9461,496,False,885.0,3351.0,,
Crypto_Hawkk,866,277,1,866,277,419904,137,False,866.0,277.0,,
