Usuario,Quantidade_Retweets,Quantidade_Likes,Quantidade_Publicacoes,Maior_N_Retweets,Maior_N_Likes,Seguidores,Amigos,Verificado,RN,LN,MACRO,Personalidade
inthepixels,190,1030,1,190,1030,5994,1246,False,190.0,1030.0,,
MWietersheim,182,1124,1,182,1124,3098,737,False,182.0,1124.0,,
abztrdr,769,6128,1,769,6128,5402,1399,False,769.0,6128.0,,
mikeinspace,194,1073,1,194,1073,14285,778,False,194.0,1073.0,,
parman_the,264,384,1,264,384,12107,1630,False,264.0,384.0,,
DVSblast,274,1518,1,274,1518,20050,859,False,274.0,1518.0,,
cousincrypt0,246,2649,1,246,2649,106674,687,False,246.0,2649.0,,
ConfirmTips,166,198,1,166,198,19715,7512,False,166.0,198.0,,
heisizumichaels,95,118,1,95,118,51343,34279,False,95.0,118.0,,
panekkkk,166,865,1,166,865,12326,3020,False,166.0,865.0,,
Eaaaw,561,159,1,561,159,77104,859,False,561.0,159.0,,
izuchi_ejiogu,1640,4317,1,1640,4317,1557,1643,False,1640.0,4317.0,,
KingSpencer100,580,2576,1,580,2576,1527,31,False,580.0,2576.0,,
Robert_Klondike,197,1167,1,197,1167,17342,358,False,197.0,1167.0,,
BrandyLJensen,9019,73085,1,9019,73085,150719,1672,False,9019.0,73085.0,,
CryptoGroke,334,1268,1,334,1268,458,105,False,334.0,1268.0,,
MartinSLewis,409,8698,1,409,8698,1476386,666,True,409.0,8698.0,,
chosensomto,298,154,1,298,154,47271,1889,False,298.0,154.0,,
thewilfem,162,50,1,162,50,3691,1676,False,162.0,50.0,,
Hardforkers,1076,565,1,1076,565,7817,4340,False,1076.0,565.0,,
RAEinforma,213,783,1,213,783,2019390,206,True,213.0,783.0,,
marttimalmi,381,2777,1,381,2777,23647,411,False,381.0,2777.0,,
WillingAndreT,146,1642,1,146,1642,427,1071,False,146.0,1642.0,,
MichaelRihani,516,3480,1,516,3480,15880,7579,False,516.0,3480.0,,
OvieNews,362,1005,1,362,1005,49350,2182,False,362.0,1005.0,,
shakathecreator,1565,6287,1,1565,6287,2669,684,False,1565.0,6287.0,,
cryptoquant_com,335,1901,1,335,1901,188900,9,True,335.0,1901.0,,
ianbremmer,158,796,1,158,796,655848,1590,True,158.0,796.0,,
renft_protocol,3174,3918,2,359,415,26138,545,False,1587.0,1959.0,,
nickcarter,784,4248,1,784,4248,671271,2459,True,784.0,4248.0,,
afrikantribe,251,622,1,251,622,3019,1318,False,251.0,622.0,,
Dortmund4u,231,575,1,231,575,185,250,False,231.0,575.0,,
jeffbarnes360,209,1029,1,209,1029,3541,4457,False,209.0,1029.0,,
germanee05,167,313,1,167,313,661,1080,False,167.0,313.0,,
driipdaklothier,57,74,1,57,74,2622,2457,False,57.0,74.0,,
Letter_to_Jack,723,1621,1,723,1621,154045,1327,False,723.0,1621.0,,
erikblokland,299,1475,1,299,1475,169,219,False,299.0,1475.0,,
jmolinareyes,221,642,1,221,642,2537,1742,False,221.0,642.0,,
roryhighside,690,2196,1,690,2196,4611,1897,False,690.0,2196.0,,
PeterMurrelI,414,1712,1,414,1712,1477,0,False,414.0,1712.0,,
zenism_jp,773,350,1,773,350,4364,216,False,773.0,350.0,,
Anufadele,109,236,1,109,236,13596,7139,False,109.0,236.0,,
DragonflyJonez,354,2959,1,354,2959,212798,2404,False,354.0,2959.0,,
0x_Yuzu,474,267,1,474,267,3932,410,False,474.0,267.0,,
qbeeert,122,474,1,122,474,12241,2488,False,122.0,474.0,,
KurtogluKagan,653,4175,1,653,4175,389370,2402,False,653.0,4175.0,,
GoatSwapfi,1503,1516,1,1503,1516,12162,17,False,1503.0,1516.0,,
Dymaxion,147,567,1,147,567,11590,392,False,147.0,567.0,,
ghpex_official,488,410,1,488,410,10377,567,False,488.0,410.0,,
Polylunar_,158,532,1,158,532,799,797,False,158.0,532.0,,
TuncayULUDAG_,312,1373,1,312,1373,39556,153,False,312.0,1373.0,,
Arthur_0x,243,1062,1,243,1062,132106,1228,False,243.0,1062.0,,
Siratthaya,647,856,1,647,856,25947,675,False,647.0,856.0,,
okx,858,1587,2,639,852,843267,466,True,429.0,793.5,,
blackb7x,193,214,1,193,214,301,303,False,193.0,214.0,,
TrackingEDDA,186,207,1,186,207,345,67,False,186.0,207.0,,
ORHANOSMANOGLU,187,1108,1,187,1108,234473,872,True,187.0,1108.0,,
asiahodl,491,2465,2,242,1378,39441,891,False,245.5,1232.5,,
JacquelineSKTs1,146,446,1,146,446,181,264,False,146.0,446.0,,
Increasity,1154,552,1,1154,552,30940,677,False,1154.0,552.0,,
chainx_org,4986,2744,1,4986,2744,110858,255,False,4986.0,2744.0,,
bitfield,628,1105,2,458,730,99176,96306,False,314.0,552.5,,
ProtectionArmy,306,324,1,306,324,36979,194,False,306.0,324.0,,
caslernoel,997,6700,1,997,6700,370239,686,False,997.0,6700.0,,
marcos_galperin,229,3177,1,229,3177,242213,135,True,229.0,3177.0,,
BitcoinHorseman,252,1662,1,252,1662,1134,1988,False,252.0,1662.0,,
ithayla,7538,35070,2,516,8153,9920,7301,False,3769.0,17535.0,,
NLGNMANAV1,172,263,1,172,263,26706,27745,False,172.0,263.0,,
DavidFantazzini,1348,619,1,1348,619,77411,19,False,1348.0,619.0,,
itszhutwt,1225,1162,1,1225,1162,10279,179,False,1225.0,1162.0,,
oaktreefinances,2136,1141,2,1257,689,6134,443,False,1068.0,570.5,,
MyNeighborAlice,3605,5953,1,3605,5953,180338,12,False,3605.0,5953.0,,
UnderdogDefi,1059,898,1,1059,898,5726,65,False,1059.0,898.0,,
RoKhanna,1181,7177,2,727,4249,298836,1438,True,590.5,3588.5,,
Crypto_Penn,198,2772,1,198,2772,27513,488,False,198.0,2772.0,,
CJMcCollum,153,2588,1,153,2588,595411,2193,True,153.0,2588.0,,
pcstandfor,180,4311,1,180,4311,857,315,False,180.0,4311.0,,
irmaga_umut_oll,690,896,1,690,896,1297,896,False,690.0,896.0,,
principe_viii,146,533,1,146,533,53395,17314,False,146.0,533.0,,
cryptounfolded,153,607,1,153,607,47326,1,False,153.0,607.0,,
CerfiaFR,591,5771,3,158,1571,413180,4,False,197.0,1923.6666666666667,,
Carasa_Gadsden,363,1592,1,363,1592,7630,745,False,363.0,1592.0,,
WillyrexYT,1153,36486,1,1153,36486,8187533,570,True,1153.0,36486.0,,
TheEpicDept,395,2296,1,395,2296,36073,962,False,395.0,2296.0,,
0xBitcoinBaddie,339,2810,1,339,2810,1898,156,False,339.0,2810.0,,
nagomihana1,225,122,1,225,122,1915,477,False,225.0,122.0,,
TradutordoBR,195,462,1,195,462,62377,1303,False,195.0,462.0,,
reptheset55,277,2300,1,277,2300,1756,536,False,277.0,2300.0,,
Shine_McShine,1398,3443,2,330,1039,139224,777,False,699.0,1721.5,,
Bee_Kirby,3182,13889,2,191,1270,1976,785,False,1591.0,6944.5,,
camaradamaciel,175,957,1,175,957,2023,1487,False,175.0,957.0,,
_FloMilli,200,1230,1,200,1230,457242,94,True,200.0,1230.0,,
investvoyager,375,1200,1,375,1200,146589,1169,True,375.0,1200.0,,
tferriss,1048,5682,1,1048,5682,1813703,2528,True,1048.0,5682.0,,
franamati,689,4640,2,166,1751,27863,4530,False,344.5,2320.0,,
Ekynos,166,1118,1,166,1118,1703,274,False,166.0,1118.0,,
Ledger,180,786,1,180,786,326705,280,True,180.0,786.0,,
arvalis,2722,12591,1,2722,12591,141463,4370,False,2722.0,12591.0,,
king_vidal96,811,3210,1,811,3210,12837,289,False,811.0,3210.0,,
qrcapital,167,1480,1,167,1480,35038,137,True,167.0,1480.0,,
PowerHasheur,1700,1967,2,1401,553,302067,755,True,850.0,983.5,,
JMellerud,196,1542,1,196,1542,692,639,False,196.0,1542.0,,
sergiolugo,195,485,1,195,485,10641,2590,False,195.0,485.0,,
madcapslaugh,818,7955,1,818,7955,7670,4818,False,818.0,7955.0,,
cnLedger,640,2638,1,640,2638,72736,838,False,640.0,2638.0,,
frxresearch,679,2581,1,679,2581,24480,1222,False,679.0,2581.0,,
StreetBetsWall,1500,1446,1,1500,1446,15911,1,False,1500.0,1446.0,,
ViralErik,7567,4325,1,7567,4325,31672,374,False,7567.0,4325.0,,
elrama_,209,4586,1,209,4586,3207,1715,False,209.0,4586.0,,
stevewilldoit,247,3850,1,247,3850,217731,56,True,247.0,3850.0,,
seinfelddahog,233,3436,1,233,3436,714,421,False,233.0,3436.0,,
JeffriesDavid23,324,8778,1,324,8778,1180,489,False,324.0,8778.0,,
KevinSvenson_,1904,10982,4,594,2695,103283,1135,False,476.0,2745.5,,
CedYoungelman,3689,24798,11,297,1186,12787,5577,False,335.3636363636364,2254.3636363636365,NF,INFP
ChrisKnight407,408,1939,1,408,1939,9068,6403,False,408.0,1939.0,,
robertjdenault,328,650,1,328,650,57304,465,False,328.0,650.0,,
N8twon,443,11043,1,443,11043,2119,1086,False,443.0,11043.0,,
mengxilu,428,4487,1,428,4487,11932,2387,False,428.0,4487.0,,
TruthGundlach,748,5086,1,748,5086,213030,0,True,748.0,5086.0,,
RealVision,402,765,1,402,765,333743,1823,True,402.0,765.0,,
FrankMcCourtoff,279,1529,1,279,1529,43472,394,False,279.0,1529.0,,
martinlazarte17,444,491,1,444,491,17421,1145,False,444.0,491.0,,
ilkerkarli,253,535,1,253,535,63134,17887,False,253.0,535.0,,
CoinDeskjapan,256,696,1,256,696,20795,115,True,256.0,696.0,,
sandeepnailwal,747,1161,1,747,1161,157613,2914,True,747.0,1161.0,,
EnterNFT,809,2548,1,809,2548,112833,81,False,809.0,2548.0,,
TheBabylonBee,370,2955,2,186,1511,1406901,71,True,185.0,1477.5,,
varcharian,1618,40466,1,1618,40466,145684,296,False,1618.0,40466.0,,
MaryfoxCrypto,4369,10426,1,4369,10426,7576,583,False,4369.0,10426.0,,
boltactionbeaut,386,1840,1,386,1840,836,913,False,386.0,1840.0,,
MehmetArdic_,307,1237,1,307,1237,135060,116631,True,307.0,1237.0,,
CryptoTony__,577,3859,1,577,3859,188743,310,False,577.0,3859.0,,
bitcoin_paris_,1779,1124,2,646,368,6291,529,False,889.5,562.0,,
julianrademeyer,173,330,1,173,330,14690,5657,False,173.0,330.0,,
bigmarh,188,1263,1,188,1263,17464,1183,False,188.0,1263.0,,
ikbldrs,187,713,1,187,713,88648,20652,False,187.0,713.0,,
joabaldwin,235,625,1,235,625,23254,559,True,235.0,625.0,,
Web3Lewis,1438,696,2,568,262,16465,813,False,719.0,348.0,,
freedums_dude,229,4198,1,229,4198,144,652,False,229.0,4198.0,,
aboladejohn_,146,264,2,88,150,29518,19388,False,73.0,132.0,,
setremavi,140,240,1,140,240,2269,1629,False,140.0,240.0,,
KophieMahn_,132,856,1,132,856,42617,4776,False,132.0,856.0,,
BigSammy__,91,334,1,91,334,14825,1595,False,91.0,334.0,,
btcDiamondHands,301,1330,1,301,1330,223,259,False,301.0,1330.0,,
TradesTrey,350,1937,1,350,1937,256511,369,True,350.0,1937.0,,
adamscochran,1327,6642,2,1083,3882,144866,3573,False,663.5,3321.0,,
bit_gossip,204,743,1,204,743,155880,2781,False,204.0,743.0,,
ChazSchmidt,193,1277,1,193,1277,4119,1939,False,193.0,1277.0,,
thebigfatj,154,476,1,154,476,173,479,False,154.0,476.0,,
nukimaruda,244,237,1,244,237,15126,9109,False,244.0,237.0,,
Victor_Fasina,200,532,1,200,532,176,786,False,200.0,532.0,,
isaacstonefish,401,717,1,401,717,37780,3944,True,401.0,717.0,,
CouRageJD,885,46648,1,885,46648,1903115,2217,True,885.0,46648.0,,
JakeSucky,192,5918,1,192,5918,241663,1750,True,192.0,5918.0,,
weed_miner,426,489,1,426,489,3063,3564,False,426.0,489.0,,
youngthug,385,4151,1,385,4151,5892170,777,True,385.0,4151.0,,
Omar_PrietoPSUV,354,203,1,354,203,166356,4158,False,354.0,203.0,,
cryptoaddict86,252,3914,1,252,3914,35970,1510,False,252.0,3914.0,,
CrptoVIPsignal,1630,2382,1,1630,2382,72503,562,False,1630.0,2382.0,,
OfficialXRParmy,374,1744,1,374,1744,22488,19021,False,374.0,1744.0,,
DigiByteCoin,424,1244,1,424,1244,240197,830,False,424.0,1244.0,,
guido_meijer,425,2675,1,425,2675,1389,753,False,425.0,2675.0,,
tahsinhasoglu,3045,28534,1,3045,28534,307816,520,False,3045.0,28534.0,,
Negentropic_,426,2032,2,208,894,53406,363,False,213.0,1016.0,,
bsc_chase,2343,3064,1,2343,3064,6855,6,False,2343.0,3064.0,,
OracleHawk,189,614,1,189,614,4518,1307,False,189.0,614.0,,
VeyselYurtsever,363,2736,1,363,2736,7977,6122,False,363.0,2736.0,,
_ErkanOz,340,5839,1,340,5839,220877,2051,False,340.0,5839.0,,
bilim_adami,915,9222,1,915,9222,1368671,433,False,915.0,9222.0,,
mrlethee,564,4657,1,564,4657,111,74,False,564.0,4657.0,,
Greekstein,363,1835,1,363,1835,682,751,False,363.0,1835.0,,
paubengero,290,883,1,290,883,1258,5000,False,290.0,883.0,,
StonksReddit,328,1060,1,328,1060,97875,400,False,328.0,1060.0,,
kriptofero,5098,4485,1,5098,4485,51725,390,False,5098.0,4485.0,,
JulianMaciasT,474,894,2,208,392,112238,2636,True,237.0,447.0,,
ggreenwald,147,1077,1,147,1077,1814753,985,True,147.0,1077.0,,
ctoLarsson,257,1211,1,257,1211,118818,1896,True,257.0,1211.0,,
zndtoshi,271,1203,1,271,1203,6814,745,False,271.0,1203.0,,
gossipboyz11,601,1103,2,268,429,27465,0,False,300.5,551.5,,
JoshChambi_KE,79,125,1,79,125,24551,4218,False,79.0,125.0,,
CountBitcoin,721,4930,1,721,4930,5165,2156,False,721.0,4930.0,,
JuanCafecito,243,969,1,243,969,323,150,False,243.0,969.0,,
dhh,894,4130,3,390,2683,441894,7,True,298.0,1376.6666666666667,,
DiligentDegen,841,2784,1,841,2784,216,330,False,841.0,2784.0,,
The_nExt_wRoNg_,206,862,1,206,862,479,1140,False,206.0,862.0,,
Frozentill,771,404,1,771,404,27290,2921,False,771.0,404.0,,
realAlexBlank,259,1346,1,259,1346,5265,982,False,259.0,1346.0,,
argonerd,585,2349,1,585,2349,84298,916,False,585.0,2349.0,,
socialistdogmom,2067,7434,1,2067,7434,123413,1097,False,2067.0,7434.0,,
maxberger,259,1428,1,259,1428,62647,1755,True,259.0,1428.0,,
Austen,632,3881,1,632,3881,209310,696,False,632.0,3881.0,,
koush,31545,100777,2,466,4996,53478,509,True,15772.5,50388.5,,
comma_ai,452,6629,1,452,6629,50923,20,True,452.0,6629.0,,
WLFOFMYST,325,1192,1,325,1192,10713,1082,False,325.0,1192.0,,
KimZetter,194,414,1,194,414,87948,2910,True,194.0,414.0,,
profgalloway,254,1363,1,254,1363,452518,1225,True,254.0,1363.0,,
brucefenton,796,3878,1,796,3878,84019,1687,False,796.0,3878.0,,
RationalEtienne,1534,13563,1,1534,13563,33805,1910,False,1534.0,13563.0,,
glxyresearch,490,1365,1,490,1365,8092,163,False,490.0,1365.0,,
cryptorecruitr,729,9406,2,387,4020,223188,329,True,364.5,4703.0,,
forever_hodl,729,5947,1,729,5947,1362,769,False,729.0,5947.0,,
HoldingTel,285,1500,1,285,1500,93,266,False,285.0,1500.0,,
TRF_Stories,737,1830,2,170,519,88018,2170,True,368.5,915.0,,
LucaLand97,182,1447,1,182,1447,6405,332,False,182.0,1447.0,,
jaltucher,186,897,1,186,897,210123,17049,True,186.0,897.0,,
tezos,274,848,1,274,848,422287,0,True,274.0,848.0,,
fakemommy,318,167,1,318,167,5814,965,False,318.0,167.0,,
LimitlessKrypto,335,1401,1,335,1401,193,117,False,335.0,1401.0,,
MoonliftCapital,1079,1199,1,1079,1199,30532,327,False,1079.0,1199.0,,
HenkelGarcia,159,767,1,159,767,193577,10917,True,159.0,767.0,,
MarkJCarney,273,1214,1,273,1214,43350,471,True,273.0,1214.0,,
lunaticoin,371,472,1,371,472,39765,1208,False,371.0,472.0,,
thisisbullish,820,5363,2,545,2157,25063,169,False,410.0,2681.5,,
Elisabeth_Steyn,1501,5257,1,1501,5257,4744,1386,False,1501.0,5257.0,,
_whitneywebb,223,743,1,223,743,164777,928,False,223.0,743.0,,
RichardWellings,464,2236,1,464,2236,33337,29560,False,464.0,2236.0,,
Mz_kaba,232,1666,1,232,1666,368,117,False,232.0,1666.0,,
jakebrowatzke,622,2672,1,622,2672,18664,395,False,622.0,2672.0,,
Elsa_Trujillo_,323,1618,1,323,1618,15869,3224,True,323.0,1618.0,,
MoneySaverSA1,429,1805,1,429,1805,639,2293,False,429.0,1805.0,,
pinchycoke,209,2162,1,209,2162,6130,4723,False,209.0,2162.0,,
AlexEpstein,371,2041,2,183,1167,92906,396,True,185.5,1020.5,,
atomicthumbs,180,591,1,180,591,12203,959,False,180.0,591.0,,
Lilmook4real,594,2478,1,594,2478,33039,10725,True,594.0,2478.0,,
XRP_Productions,445,2240,1,445,2240,74861,4008,False,445.0,2240.0,,
ndvoskin,229,2286,1,229,2286,17514,940,False,229.0,2286.0,,
andrewschulz,1458,15765,1,1458,15765,367001,771,True,1458.0,15765.0,,
theserfstv,250,2044,1,250,2044,104662,1654,True,250.0,2044.0,,
KILLSHOTCRYPTO,313,1281,1,313,1281,3453,423,False,313.0,1281.0,,
MikaelThalen,247,1414,1,247,1414,33785,764,True,247.0,1414.0,,
CryptoBull2020,316,1713,1,316,1713,139695,434,False,316.0,1713.0,,
MagnifiKent_,236,400,1,236,400,2503,398,False,236.0,400.0,,
porquetendencia,637,12855,2,350,7747,1200391,158,False,318.5,6427.5,,
ThaDogeQueen,377,1391,1,377,1391,5200,5217,False,377.0,1391.0,,
WhoIsClayJames,382,1327,1,382,1327,10877,5206,True,382.0,1327.0,,
LinksBTC,600,316,1,600,316,5306,5,False,600.0,316.0,,
EvansTed101,58,48,1,58,48,50359,4474,False,58.0,48.0,,
only1doge,1177,1168,1,1177,1168,1372,3,False,1177.0,1168.0,,
CredibleCrypto,821,5513,2,568,2779,327633,1562,False,410.5,2756.5,,
rollbitcom,567,520,1,567,520,90713,86,True,567.0,520.0,,
CryptoVeneco,364,6039,1,364,6039,1364,617,False,364.0,6039.0,,
Araimerahhh,232,1925,1,232,1925,101,286,False,232.0,1925.0,,
ricburton,221,1127,1,221,1127,58864,22753,False,221.0,1127.0,,
edwardmorra_btc,373,3699,2,190,1255,56005,513,False,186.5,1849.5,,
CryptogramTR,1474,6608,1,1474,6608,43326,154,False,1474.0,6608.0,,
errcraft,346,1042,1,346,1042,28305,73,False,346.0,1042.0,,
evdc_network,1051,1014,1,1051,1014,14353,1163,False,1051.0,1014.0,,
bitcoin10095828,53,154,1,53,154,43851,113,False,53.0,154.0,,
NdrewsTjan,272,1078,1,272,1078,2797,974,False,272.0,1078.0,,
ColinKeeley,181,990,1,181,990,12827,858,False,181.0,990.0,,
XolaneNdhlovu,766,638,1,766,638,59130,16,True,766.0,638.0,,
dogelettuce,418,1594,1,418,1594,5595,561,False,418.0,1594.0,,
BinanceES,3062,4702,2,880,1289,279708,114,True,1531.0,2351.0,,
SusanLiTV,594,1904,1,594,1904,49917,3829,True,594.0,1904.0,,
BESTokens,8725,2258,1,8725,2258,47633,132,False,8725.0,2258.0,,
plebsmemes,1353,5610,1,1353,5610,1216,1290,False,1353.0,5610.0,,
HYPEBEAST,698,1841,1,698,1841,842726,135,True,698.0,1841.0,,
Krypto_Nomad,911,1070,1,911,1070,3760,559,False,911.0,1070.0,,
jennyyangtv,179,951,1,179,951,66395,2116,True,179.0,951.0,,
haversfleeted,84,114,1,84,114,5576,2823,False,84.0,114.0,,
johnauthers,246,1323,1,246,1323,70385,5577,True,246.0,1323.0,,
Thee_mavERIC,113,327,1,113,327,30912,904,False,113.0,327.0,,
ausch10s,159,3728,1,159,3728,36780,225,False,159.0,3728.0,,
nosoyabriI,675,18106,1,675,18106,3760,365,False,675.0,18106.0,,
Its_Davis11,85,100,1,85,100,30112,3018,False,85.0,100.0,,
thxTopBoy,150,930,1,150,930,10193,1158,False,150.0,930.0,,
unclebayotics,124,321,1,124,321,54236,18548,False,124.0,321.0,,
JaynaijaBlog,110,304,1,110,304,146376,5299,False,110.0,304.0,,
tiosimonbolivar,517,2368,1,517,2368,23341,66,False,517.0,2368.0,,
AnoushkaReeves,288,2962,1,288,2962,3816,2482,False,288.0,2962.0,,
Alvis_KHamilton,823,1290,1,823,1290,71,133,False,823.0,1290.0,,
8burgerz,328,1330,1,328,1330,24,842,False,328.0,1330.0,,
munna_30_,110,165,1,110,165,1624,194,False,110.0,165.0,,
Sakastweet,230,379,2,91,174,4752,2827,False,115.0,189.5,,
norcoreano,193,1250,1,193,1250,982665,416,False,193.0,1250.0,,
unhilo,296,3337,1,296,3337,31912,175,False,296.0,3337.0,,
Moose18591680,281,652,1,281,652,919,649,False,281.0,652.0,,
Sofidicecosas,337,4151,1,337,4151,12666,621,False,337.0,4151.0,,
belafeid_,130,273,1,130,273,10156,4747,False,130.0,273.0,,
_chiisom,509,1770,1,509,1770,11290,2737,False,509.0,1770.0,,
notEezzy,330,508,1,330,508,53611,1974,False,330.0,508.0,,
bbbolsa,197,5138,1,197,5138,12114,237,False,197.0,5138.0,,
khun101010,717,133,1,717,133,14841,79,False,717.0,133.0,,
freelanceburner,225,1025,1,225,1025,164,94,False,225.0,1025.0,,
HotepJesus,213,2599,1,213,2599,223370,1194,True,213.0,2599.0,,
crazeclown,209,1519,1,209,1519,191912,667,True,209.0,1519.0,,
tculpan,158,579,1,158,579,15037,3251,True,158.0,579.0,,
Colonel_edu,184,388,1,184,388,14130,1790,False,184.0,388.0,,
fbgswiper,117,700,1,117,700,1689,473,False,117.0,700.0,,
AniceLajnef,192,517,1,192,517,90939,255,False,192.0,517.0,,
RoportajAdam,956,23746,1,956,23746,446266,1523,True,956.0,23746.0,,
incisozluk,341,2860,1,341,2860,621762,97,True,341.0,2860.0,,
RileyWhittMusic,427,3240,1,427,3240,145,195,False,427.0,3240.0,,
deoors,153,380,1,153,380,16143,1854,False,153.0,380.0,,
CptHodl,4494,17048,2,1044,4951,365413,15,False,2247.0,8524.0,,
3Stocksaday,147,406,1,147,406,49247,0,False,147.0,406.0,,
YasirBoss99,2568,6611,1,2568,6611,196,564,False,2568.0,6611.0,,
kholiatk,213,1261,1,213,1261,226,437,False,213.0,1261.0,,
an_shoo_,790,3599,1,790,3599,92,120,False,790.0,3599.0,,
DrOlusesan,165,468,1,165,468,44749,3580,False,165.0,468.0,,
Okamo_career,239,1760,1,239,1760,2380,1184,False,239.0,1760.0,,
sushmita_sonii,121,396,1,121,396,8278,300,False,121.0,396.0,,
LuckyGoldx,158,662,1,158,662,41154,25770,False,158.0,662.0,,
SMarie5907,358,208,1,358,208,38555,1336,False,358.0,208.0,,
Udedibia,266,609,2,184,475,24009,6397,False,133.0,304.5,,
JesseCohenInv,254,1707,1,254,1707,43696,260,True,254.0,1707.0,,
davidturos,441,1569,1,441,1569,30,87,False,441.0,1569.0,,
ran_the_numbers,143,1502,1,143,1502,3466,1677,False,143.0,1502.0,,
navedelmisterio,252,1822,1,252,1822,724955,1709,True,252.0,1822.0,,
alexander23,567,3875,1,567,3875,31427,284,True,567.0,3875.0,,
ClimateHuman,315,1078,1,315,1078,235195,12534,True,315.0,1078.0,,
VandelayBTC,583,3230,1,583,3230,3321,881,False,583.0,3230.0,,
c0insbit,856,1064,1,856,1064,79590,7,False,856.0,1064.0,,
MrsT106,276,765,1,276,765,81741,2908,True,276.0,765.0,,
gregzaj1,213,894,1,213,894,32729,3171,False,213.0,894.0,,
_JonnyLawrence,411,933,1,411,933,5213,338,False,411.0,933.0,,
wppenergycoin,2534,2510,1,2534,2510,60266,1970,False,2534.0,2510.0,,
nietzbux,201,1963,1,201,1963,8600,528,False,201.0,1963.0,,
MatthewLINY,490,2083,1,490,2083,13313,1559,False,490.0,2083.0,,
ProgrammableTx,851,5090,2,628,2512,3240,1235,False,425.5,2545.0,,
nylo44,485,5925,1,485,5925,7979,7892,False,485.0,5925.0,,
InuKishu,3883,13245,4,1129,4020,431698,80,False,970.75,3311.25,,
princessofdoge,329,2606,1,329,2606,5537,6101,False,329.0,2606.0,,
Ebeeme13,263,935,1,263,935,296,883,False,263.0,935.0,,
startupdareal,345,3114,1,345,3114,90953,410,False,345.0,3114.0,,
ChloeWhiteAus,576,4179,1,576,4179,3694,41,False,576.0,4179.0,,
hiltzikm,248,1755,1,248,1755,20069,1889,True,248.0,1755.0,,
satofishi,404,7086,1,404,7086,40573,249,False,404.0,7086.0,,
dogecoin_empire,356,1598,1,356,1598,63157,524,False,356.0,1598.0,,
AirShippedWorld,391,2075,1,391,2075,40104,5,False,391.0,2075.0,,
Big_Vision_GR,290,2163,1,290,2163,9650,2375,False,290.0,2163.0,,
TESLAcharts,292,1600,1,292,1600,47044,144,False,292.0,1600.0,,
WSBGiveaways,3019,2637,3,514,430,15477,2,False,1006.3333333333334,879.0,,
RichRogers_,486,2362,1,486,2362,10608,803,False,486.0,2362.0,,
EylemCulculoglu,1204,4203,1,1204,4203,302641,138,False,1204.0,4203.0,,
h_bitcoiner,749,7548,1,749,7548,37755,1295,False,749.0,7548.0,,
realDogecoinOG,303,1028,1,303,1028,8519,540,False,303.0,1028.0,,
juicecrypt0,6213,48746,1,6213,48746,3820,977,False,6213.0,48746.0,,
jeetsidhu_,187,648,1,187,648,19413,7742,False,187.0,648.0,,
JimmyWinSV,301,761,2,148,411,20792,840,False,150.5,380.5,,
neau_bsc,1227,643,1,1227,643,739,12,False,1227.0,643.0,,
OwenSparks_,405,2959,1,405,2959,10102,578,False,405.0,2959.0,,
ivanngutierrez,519,2185,1,519,2185,2774,749,False,519.0,2185.0,,
AntiDanilevski,496,1648,1,496,1648,15181,129,False,496.0,1648.0,,
erikwill,332,2668,1,332,2668,29043,31993,False,332.0,2668.0,,
bit_maniak,327,1584,1,327,1584,702,702,False,327.0,1584.0,,
aiyshesu,379,7824,1,379,7824,22627,651,False,379.0,7824.0,,
CryptoKingApe,619,394,1,619,394,432,36,False,619.0,394.0,,
camilacampton,268,3582,1,268,3582,31045,1179,False,268.0,3582.0,,
christinebarnum,288,891,1,288,891,67551,1546,True,288.0,891.0,,
ilhangunes58,174,329,1,174,329,24638,9959,False,174.0,329.0,,
iamtheidentity,845,5822,1,845,5822,2600,1196,False,845.0,5822.0,,
ChartsBtc,577,2446,2,226,965,73831,7872,False,288.5,1223.0,,
LunaOi_VN,197,1552,1,197,1552,77826,782,False,197.0,1552.0,,
Wizardara,507,302,1,507,302,187499,33,False,507.0,302.0,,
monicataher,369,1588,2,168,447,76225,2020,False,184.5,794.0,,
basedkarbon,1001,1594,1,1001,1594,43712,552,False,1001.0,1594.0,,
cryptokudo,896,315,2,298,89,39455,345,False,448.0,157.5,,
TheAmateurInvs,247,1991,1,247,1991,609,1463,False,247.0,1991.0,,
DarinFeinstein,1909,12349,2,833,7690,14264,799,True,954.5,6174.5,,
SteveUsingWords,237,1226,1,237,1226,1625,0,False,237.0,1226.0,,
KP24,1351,11902,1,1351,11902,3884973,384,True,1351.0,11902.0,,
Crypto_Dragon0,548,270,1,548,270,1049,93,False,548.0,270.0,,
esquivelgerardo,368,841,1,368,841,170414,1776,False,368.0,841.0,,
BtcpayServer,168,713,1,168,713,41339,23,False,168.0,713.0,,
Relicaworld,194,149,1,194,149,4882,307,False,194.0,149.0,,
ZZulfikli,635,1252,2,361,679,18332,172,False,317.5,626.0,,
BomsteinRick,214,3043,1,214,3043,3165,873,False,214.0,3043.0,,
CryptoGodfatha,3065,13600,1,3065,13600,91041,4380,False,3065.0,13600.0,,
LoveIsBitcoin21,349,2126,1,349,2126,5686,3516,False,349.0,2126.0,,
JBmastercrypto,484,2945,1,484,2945,2310,1133,False,484.0,2945.0,,
